transport_type,daily_distance_km,travel_days_per_week,electricity_kwh_month,diet_type,food_waste_frequency,waste_kg_week,recycling_frequency,flights_per_year,total_carbon_tonnes
Electric Vehicle,19.7,5,542.0,Non-Vegetarian,Rarely,1.1,Sometimes,0,5.0331
Car,52.3,3,247.0,Vegetarian,Often,19.3,Often,6+,6.4447
Train,39.9,7,458.0,Non-Vegetarian,Often,16.6,Sometimes,3-5,6.1019
Car,35.9,7,536.0,Non-Vegetarian,Sometimes,19.8,Often,1-2,8.2687
Car,58.8,3,514.0,Mixed,Sometimes,9.6,Often,6+,8.0752
Train,10.6,4,362.0,Non-Vegetarian,Sometimes,13.2,Sometimes,1-2,4.4344
Electric Vehicle,35.0,6,428.0,Non-Vegetarian,Sometimes,7.8,Never,1-2,5.3635
Electric Vehicle,33.4,3,194.0,Mixed,Sometimes,3.7,Never,6+,4.4664
Bus,27.4,7,593.0,Non-Vegetarian,Often,11.3,Often,1-2,6.9021
Electric Vehicle,45.8,4,313.0,Non-Vegetarian,Sometimes,15.3,Never,0,4.0961
Bus,23.5,7,403.0,Non-Vegetarian,Sometimes,14.1,Sometimes,1-2,5.4536
Car,78.1,7,242.0,Non-Vegetarian,Often,1.3,Never,0,8.8533
Car,58.3,6,91.0,Mixed,Rarely,19.4,Sometimes,0,5.5411
Electric Vehicle,77.4,4,425.0,Non-Vegetarian,Sometimes,3.0,Often,1-2,5.1394
Train,9.1,5,536.0,Non-Vegetarian,Sometimes,7.1,Sometimes,0,4.9071
Train,29.5,7,348.0,Vegetarian,Often,2.1,Never,0,3.9016
Car,49.2,3,323.0,Non-Vegetarian,Rarely,17.8,Sometimes,6+,7.5204
Car,35.5,5,560.0,Vegetarian,Sometimes,16.5,Never,0,6.7313
Walking,8.0,6,214.0,Vegetarian,Sometimes,13.1,Never,0,2.4387
Bicycle,1.4,5,369.0,Non-Vegetarian,Often,12.9,Sometimes,1-2,4.4866
Car,21.6,4,264.0,Non-Vegetarian,Sometimes,6.8,Sometimes,0,4.2144
Bus,27.5,3,223.0,Vegetarian,Sometimes,17.3,Sometimes,1-2,3.1424
Car,51.0,3,388.0,Mixed,Sometimes,6.1,Sometimes,0,4.9082
Car,38.4,4,97.0,Mixed,Sometimes,9.9,Often,0,3.4675
Car,75.3,7,94.0,Mixed,Sometimes,9.8,Often,1-2,7.8735
Motorcycle,30.2,7,222.0,Non-Vegetarian,Often,8.0,Often,0,4.2467
Train,8.2,3,316.0,Vegetarian,Sometimes,6.0,Sometimes,6+,4.7115
Car,17.2,4,389.0,Non-Vegetarian,Sometimes,4.3,Sometimes,0,4.4224
Train,29.6,4,68.0,Non-Vegetarian,Often,10.8,Never,6+,5.1071
Walking,3.3,7,255.0,Vegetarian,Rarely,3.6,Often,0,2.3784
Car,13.5,3,205.0,Non-Vegetarian,Sometimes,2.6,Sometimes,1-2,3.2093
Car,68.6,5,415.0,Non-Vegetarian,Sometimes,17.9,Often,0,7.712
Train,18.8,5,360.0,Non-Vegetarian,Often,10.0,Sometimes,6+,6.9172
Motorcycle,55.4,6,406.0,Non-Vegetarian,Rarely,7.6,Often,1-2,5.9621
Walking,5.1,5,298.0,Mixed,Sometimes,4.6,Sometimes,1-2,3.5084
Electric Vehicle,51.2,5,325.0,Vegan,Often,7.8,Never,0,3.4177
Car,71.3,6,498.0,Mixed,Sometimes,3.7,Often,0,8.1857
Train,36.7,4,470.0,Vegetarian,Sometimes,5.0,Sometimes,6+,5.8538
Car,78.9,7,534.0,Non-Vegetarian,Sometimes,18.3,Sometimes,1-2,10.6008
Electric Vehicle,65.5,7,232.0,Vegetarian,Rarely,8.0,Sometimes,1-2,3.8091
Car,9.5,4,322.0,Non-Vegetarian,Sometimes,18.5,Sometimes,0,4.2289
Electric Vehicle,59.3,5,236.0,Non-Vegetarian,Sometimes,6.4,Sometimes,1-2,4.3752
Car,10.2,5,304.0,Non-Vegetarian,Sometimes,1.5,Often,0,3.8651
Car,78.1,6,341.0,Non-Vegetarian,Sometimes,2.1,Often,3-5,8.5
Walking,5.0,3,202.0,Mixed,Sometimes,16.7,Sometimes,1-2,3.1503
Bicycle,6.4,7,302.0,Vegetarian,Sometimes,8.7,Sometimes,3-5,3.5901
Bicycle,5.3,4,503.0,Non-Vegetarian,Sometimes,9.3,Sometimes,0,4.6671
Car,79.1,3,402.0,Mixed,Often,3.0,Sometimes,0,5.9461
Car,66.5,5,203.0,Mixed,Sometimes,7.5,Sometimes,1-2,6.347
Train,29.6,6,541.0,Non-Vegetarian,Often,13.0,Sometimes,6+,7.1221
Car,6.5,6,158.0,Mixed,Sometimes,3.9,Never,0,2.7781
Bus,23.5,6,296.0,Vegetarian,Rarely,8.0,Often,6+,5.6504
Car,68.8,3,324.0,Non-Vegetarian,Sometimes,9.2,Never,1-2,6.0335
Electric Vehicle,25.2,6,219.0,Non-Vegetarian,Rarely,3.9,Never,0,3.386
Car,36.4,7,273.0,Non-Vegetarian,Sometimes,4.0,Never,3-5,6.4468
Bus,18.5,7,276.0,Mixed,Sometimes,8.1,Never,0,3.4606
Car,13.8,7,238.0,Mixed,Often,4.7,Never,0,4.3264
Car,72.0,6,551.0,Vegetarian,Sometimes,19.6,Often,1-2,8.8634
Car,31.3,4,268.0,Non-Vegetarian,Sometimes,3.0,Often,3-5,5.3765
Car,47.7,6,272.0,Vegan,Rarely,16.0,Never,6+,6.8317
Car,32.2,6,223.0,Non-Vegetarian,Sometimes,16.1,Often,1-2,5.211
Car,76.2,4,199.0,Vegetarian,Rarely,16.7,Often,0,5.4401
Walking,0.8,5,302.0,Vegetarian,Sometimes,5.8,Often,1-2,2.86
Car,35.0,5,140.0,Mixed,Rarely,10.2,Sometimes,3-5,4.9049
Train,27.7,7,298.0,Non-Vegetarian,Sometimes,17.6,Never,0,4.2281
Motorcycle,56.5,7,133.0,Non-Vegetarian,Sometimes,18.6,Never,0,5.2017
Bus,4.6,5,488.0,Mixed,Sometimes,5.6,Never,0,4.2515
Car,7.6,3,559.0,Mixed,Sometimes,8.5,Often,0,4.6033
Car,40.0,4,158.0,Non-Vegetarian,Sometimes,3.5,Often,0,3.9879
Train,30.5,3,222.0,Non-Vegetarian,Rarely,3.8,Often,1-2,3.4438
Bicycle,5.4,4,195.0,Vegetarian,Sometimes,15.4,Sometimes,1-2,2.6137
Train,20.0,3,232.0,Non-Vegetarian,Sometimes,16.7,Never,6+,5.4409
Electric Vehicle,78.5,5,268.0,Non-Vegetarian,Sometimes,19.8,Sometimes,0,4.7265
Electric Vehicle,11.4,7,67.0,Non-Vegetarian,Often,14.9,Never,0,2.7115
Motorcycle,50.4,3,92.0,Non-Vegetarian,Sometimes,4.4,Often,0,2.8989
Train,18.0,5,569.0,Mixed,Rarely,17.1,Never,0,5.1491
Bus,5.6,6,232.0,Mixed,Often,8.4,Sometimes,0,3.1212
Car,73.5,5,512.0,Mixed,Sometimes,17.4,Sometimes,1-2,8.501
Bus,23.7,4,598.0,Non-Vegetarian,Sometimes,14.9,Often,1-2,6.1473
Car,67.5,7,150.0,Non-Vegetarian,Sometimes,8.3,Sometimes,1-2,8.4181
Car,49.2,6,235.0,Vegetarian,Rarely,16.4,Sometimes,0,5.1064
Train,3.6,6,531.0,Non-Vegetarian,Sometimes,5.5,Sometimes,3-5,5.3361
Car,56.2,4,492.0,Non-Vegetarian,Often,10.5,Sometimes,1-2,7.1533
Electric Vehicle,57.8,7,203.0,Non-Vegetarian,Sometimes,10.5,Sometimes,3-5,4.6525
Train,30.0,4,567.0,Mixed,Often,10.7,Never,0,5.218
Electric Vehicle,11.4,7,506.0,Non-Vegetarian,Rarely,18.3,Sometimes,0,4.8518
Bus,24.8,7,500.0,Vegan,Sometimes,14.8,Sometimes,1-2,4.9103
Bus,39.8,5,231.0,Vegetarian,Sometimes,12.4,Never,1-2,4.0947
Walking,5.7,7,438.0,Vegetarian,Often,2.9,Sometimes,0,3.6686
Car,51.4,7,153.0,Mixed,Sometimes,18.2,Sometimes,0,6.1972
Bicycle,3.5,7,594.0,Mixed,Sometimes,11.4,Never,6+,7.2872
Electric Vehicle,21.9,7,284.0,Mixed,Rarely,15.0,Sometimes,1-2,3.4695
Electric Vehicle,53.1,6,267.0,Non-Vegetarian,Often,2.2,Often,1-2,4.8368
Train,19.8,4,455.0,Vegetarian,Sometimes,11.2,Often,0,4.1748
Motorcycle,9.1,6,565.0,Non-Vegetarian,Sometimes,17.3,Sometimes,6+,7.9192
Electric Vehicle,70.3,5,245.0,Non-Vegetarian,Often,2.4,Often,0,4.5202
Electric Vehicle,48.9,6,84.0,Vegetarian,Rarely,6.2,Sometimes,3-5,3.0049
Car,26.7,6,417.0,Mixed,Rarely,13.9,Often,0,5.0898
Car,36.4,6,159.0,Non-Vegetarian,Sometimes,6.2,Often,0,5.1617
Train,7.9,3,496.0,Mixed,Often,4.6,Sometimes,1-2,5.1425
Electric Vehicle,56.2,3,554.0,Non-Vegetarian,Sometimes,9.6,Never,1-2,5.5886
Car,47.0,3,328.0,Non-Vegetarian,Rarely,2.9,Sometimes,0,4.7385
Electric Vehicle,11.6,4,225.0,Non-Vegetarian,Sometimes,13.8,Sometimes,0,3.2371
Train,38.7,3,542.0,Non-Vegetarian,Often,4.7,Sometimes,1-2,4.9931
Car,31.9,5,526.0,Non-Vegetarian,Often,13.0,Often,0,6.6723
Motorcycle,47.9,4,429.0,Vegetarian,Sometimes,11.2,Sometimes,1-2,5.2085
Electric Vehicle,24.1,7,428.0,Vegetarian,Sometimes,6.8,Sometimes,1-2,3.7354
Electric Vehicle,61.7,7,585.0,Non-Vegetarian,Rarely,18.9,Sometimes,0,6.818
Electric Vehicle,29.2,6,236.0,Non-Vegetarian,Often,19.4,Never,0,4.1954
Motorcycle,37.3,6,504.0,Non-Vegetarian,Sometimes,9.6,Never,3-5,6.948
Walking,6.7,5,308.0,Vegetarian,Sometimes,10.2,Sometimes,3-5,3.8871
Walking,1.8,5,484.0,Mixed,Sometimes,17.3,Often,0,3.8474
Walking,1.6,6,284.0,Mixed,Often,6.2,Sometimes,0,3.3765
Electric Vehicle,53.4,6,354.0,Mixed,Sometimes,15.1,Often,0,4.6835
Car,77.3,3,539.0,Mixed,Sometimes,3.7,Sometimes,0,7.4244
Car,5.1,6,511.0,Non-Vegetarian,Sometimes,5.4,Often,6+,7.6393
Car,22.0,6,119.0,Non-Vegetarian,Sometimes,7.6,Sometimes,1-2,4.2543
Car,31.7,3,389.0,Non-Vegetarian,Sometimes,14.9,Sometimes,0,5.2333
Car,43.0,7,152.0,Vegetarian,Sometimes,12.7,Often,1-2,5.2885
Car,75.0,7,435.0,Non-Vegetarian,Sometimes,3.1,Often,3-5,11.1402
Bus,12.1,5,331.0,Non-Vegetarian,Often,11.9,Never,3-5,5.2235
Bus,18.1,6,273.0,Non-Vegetarian,Rarely,9.8,Never,3-5,4.4646
Motorcycle,20.9,5,378.0,Non-Vegetarian,Often,12.5,Often,3-5,5.3908
Train,21.6,4,384.0,Non-Vegetarian,Sometimes,16.2,Often,3-5,5.1539
Bicycle,4.4,4,432.0,Non-Vegetarian,Sometimes,4.9,Often,1-2,4.5566
Electric Vehicle,57.9,5,137.0,Vegetarian,Sometimes,14.7,Often,0,2.6404
Motorcycle,68.2,4,221.0,Vegetarian,Often,7.9,Sometimes,0,4.2834
Bicycle,5.7,7,430.0,Mixed,Often,4.8,Sometimes,1-2,4.288
Motorcycle,66.0,4,77.0,Non-Vegetarian,Often,17.7,Sometimes,1-2,4.4783
Car,7.1,5,472.0,Mixed,Rarely,17.2,Never,0,4.9744
Walking,2.2,5,106.0,Mixed,Sometimes,14.5,Never,0,2.3187
Car,15.8,5,98.0,Non-Vegetarian,Sometimes,1.1,Sometimes,0,3.1409
Car,60.2,5,293.0,Mixed,Often,9.5,Often,0,6.1831
Car,41.1,4,432.0,Vegan,Sometimes,18.4,Sometimes,3-5,6.0413
Car,33.3,7,206.0,Vegetarian,Sometimes,4.7,Often,0,4.7173
Bus,14.4,6,238.0,Non-Vegetarian,Rarely,14.5,Sometimes,3-5,4.1716
Bus,13.9,4,73.0,Non-Vegetarian,Rarely,13.6,Often,1-2,2.6372
Car,32.5,7,184.0,Mixed,Often,3.3,Sometimes,1-2,4.7263
Electric Vehicle,78.6,4,207.0,Non-Vegetarian,Sometimes,15.3,Often,6+,5.7546
Bus,23.2,4,508.0,Vegetarian,Often,4.0,Often,1-2,4.2392
Electric Vehicle,54.9,7,141.0,Non-Vegetarian,Sometimes,8.1,Often,1-2,3.9805
Walking,0.7,2,135.0,Mixed,Often,11.6,Often,6+,4.5421
Train,36.7,4,489.0,Non-Vegetarian,Sometimes,12.6,Sometimes,3-5,5.548
Car,10.2,4,242.0,Mixed,Sometimes,4.5,Sometimes,1-2,3.4877
Bus,17.5,5,494.0,Non-Vegetarian,Sometimes,14.3,Often,0,5.1878
Car,10.6,5,56.0,Vegan,Sometimes,13.4,Often,0,1.7136
Bus,22.3,6,389.0,Non-Vegetarian,Sometimes,19.1,Often,3-5,5.8228
Bicycle,2.2,3,556.0,Vegetarian,Sometimes,19.7,Often,6+,6.4912
Car,55.2,4,431.0,Non-Vegetarian,Sometimes,12.7,Often,0,6.1416
Bicycle,6.0,2,90.0,Non-Vegetarian,Rarely,13.1,Often,1-2,2.4086
Electric Vehicle,32.3,5,217.0,Non-Vegetarian,Often,10.3,Never,1-2,4.3333
Bicycle,5.7,5,58.0,Vegetarian,Rarely,3.0,Often,1-2,1.4414
Train,5.0,5,478.0,Mixed,Sometimes,18.8,Sometimes,1-2,5.3563
Car,56.8,3,448.0,Non-Vegetarian,Sometimes,10.7,Never,6+,8.4274
Electric Vehicle,71.1,6,145.0,Non-Vegetarian,Often,7.2,Sometimes,6+,6.3025
Car,9.2,7,284.0,Mixed,Sometimes,5.0,Often,3-5,4.503
Car,12.8,6,286.0,Mixed,Sometimes,4.3,Often,1-2,3.9236
Car,27.7,7,540.0,Non-Vegetarian,Rarely,12.8,Sometimes,0,6.8699
Motorcycle,17.0,7,575.0,Non-Vegetarian,Sometimes,17.1,Never,3-5,6.2317
Car,27.4,5,555.0,Mixed,Sometimes,4.7,Sometimes,1-2,5.9165
Bicycle,6.7,4,579.0,Mixed,Often,7.7,Sometimes,0,4.7499
Motorcycle,54.8,6,317.0,Vegan,Rarely,8.7,Sometimes,3-5,5.2025
Motorcycle,49.9,7,277.0,Non-Vegetarian,Sometimes,2.9,Sometimes,0,4.9798
Electric Vehicle,36.0,6,52.0,Mixed,Sometimes,8.2,Often,1-2,2.3754
Car,59.7,3,482.0,Non-Vegetarian,Sometimes,16.9,Often,1-2,6.802
Electric Vehicle,18.8,5,67.0,Non-Vegetarian,Sometimes,15.5,Sometimes,3-5,3.6534
Train,9.0,7,137.0,Non-Vegetarian,Rarely,15.6,Often,1-2,2.9995
Bicycle,2.5,5,588.0,Mixed,Rarely,10.4,Sometimes,6+,7.2757
Car,70.3,7,305.0,Non-Vegetarian,Sometimes,2.7,Often,0,8.0802
Motorcycle,65.4,7,182.0,Mixed,Sometimes,18.1,Often,0,5.1277
Bus,27.4,7,385.0,Mixed,Sometimes,17.0,Never,1-2,5.1944
Walking,5.4,7,237.0,Vegetarian,Sometimes,13.4,Sometimes,0,2.6267
Car,57.0,3,352.0,Non-Vegetarian,Sometimes,11.9,Sometimes,0,6.1702
Motorcycle,20.7,3,360.0,Non-Vegetarian,Rarely,17.5,Sometimes,0,4.5057
Train,30.8,7,464.0,Non-Vegetarian,Rarely,13.4,Often,6+,7.3461
Motorcycle,41.8,7,164.0,Mixed,Often,7.8,Often,0,4.4733
Car,27.5,3,422.0,Mixed,Often,17.7,Never,1-2,5.7288
Bus,33.8,7,294.0,Non-Vegetarian,Rarely,8.1,Never,6+,6.5187
Car,8.6,4,302.0,Mixed,Often,19.6,Often,3-5,4.7736
Motorcycle,72.7,6,101.0,Non-Vegetarian,Sometimes,3.1,Often,3-5,5.3028
Car,45.6,7,163.0,Mixed,Sometimes,15.8,Sometimes,3-5,6.2883
Bus,5.3,6,371.0,Mixed,Often,8.9,Often,0,3.9231
Motorcycle,47.3,5,379.0,Non-Vegetarian,Rarely,11.0,Never,1-2,5.786
Car,66.1,4,65.0,Non-Vegetarian,Often,7.9,Sometimes,3-5,5.9764
Train,15.4,6,163.0,Non-Vegetarian,Sometimes,4.7,Sometimes,1-2,3.0449
Motorcycle,70.0,5,376.0,Vegetarian,Sometimes,15.0,Often,1-2,5.6319
Electric Vehicle,13.5,7,99.0,Mixed,Sometimes,14.4,Never,3-5,3.268
Car,55.1,4,165.0,Vegetarian,Sometimes,6.2,Often,1-2,4.6178
Train,35.5,3,130.0,Non-Vegetarian,Often,8.9,Sometimes,1-2,3.4124
Car,43.5,3,156.0,Mixed,Rarely,2.0,Sometimes,0,3.1661
Electric Vehicle,27.9,7,212.0,Mixed,Sometimes,7.0,Often,1-2,3.5431
Motorcycle,24.2,5,312.0,Mixed,Rarely,6.5,Never,3-5,4.3728
Electric Vehicle,49.3,3,437.0,Mixed,Rarely,6.6,Never,3-5,4.5994
Bus,31.9,4,519.0,Mixed,Sometimes,10.4,Sometimes,0,5.1083
Car,71.7,3,512.0,Mixed,Sometimes,4.2,Often,1-2,6.4337
Electric Vehicle,44.0,4,275.0,Vegetarian,Rarely,2.6,Often,3-5,3.648
Train,37.3,6,389.0,Non-Vegetarian,Often,8.7,Never,0,4.56
Motorcycle,8.3,4,570.0,Mixed,Sometimes,9.7,Often,0,4.9734
Car,52.8,5,417.0,Non-Vegetarian,Rarely,11.9,Never,1-2,7.3464
Train,6.7,4,199.0,Mixed,Sometimes,18.5,Often,3-5,3.373
Bus,4.0,4,501.0,Vegetarian,Often,6.4,Often,6+,6.0896
Electric Vehicle,48.8,7,292.0,Non-Vegetarian,Sometimes,3.8,Often,0,4.5284
Bus,32.1,5,595.0,Non-Vegetarian,Sometimes,7.9,Sometimes,0,6.2915
Motorcycle,12.6,5,216.0,Non-Vegetarian,Sometimes,7.9,Sometimes,0,3.457
Car,28.9,5,124.0,Mixed,Often,11.1,Often,0,3.8389
Bus,11.5,3,188.0,Mixed,Sometimes,11.6,Never,0,2.8713
Train,11.3,6,437.0,Non-Vegetarian,Sometimes,6.0,Sometimes,0,3.9626
Car,63.3,6,456.0,Mixed,Sometimes,3.9,Sometimes,0,7.8454
Car,62.2,3,444.0,Mixed,Sometimes,6.2,Never,0,5.9924
Electric Vehicle,39.1,4,74.0,Non-Vegetarian,Rarely,10.2,Sometimes,1-2,2.9094
Electric Vehicle,8.9,6,180.0,Non-Vegetarian,Often,12.5,Often,1-2,3.4261
Car,33.0,3,596.0,Non-Vegetarian,Often,4.6,Often,0,6.5089
Bicycle,4.6,3,583.0,Mixed,Rarely,2.7,Often,3-5,5.3114
Car,9.6,7,241.0,Non-Vegetarian,Sometimes,12.0,Often,1-2,3.953
Bus,36.7,7,391.0,Vegetarian,Rarely,16.5,Often,0,4.7649
Motorcycle,19.2,7,460.0,Mixed,Sometimes,4.6,Sometimes,0,5.0596
Bus,19.8,3,473.0,Non-Vegetarian,Sometimes,6.1,Often,3-5,5.4376
Car,25.8,4,505.0,Mixed,Often,1.6,Never,1-2,5.5815
Bicycle,7.7,5,174.0,Non-Vegetarian,Sometimes,6.6,Sometimes,1-2,2.9433
Walking,1.8,4,314.0,Non-Vegetarian,Sometimes,1.5,Sometimes,3-5,4.0077
Car,72.9,5,323.0,Mixed,Often,9.2,Often,0,7.5832
Bus,21.6,4,309.0,Vegetarian,Sometimes,13.4,Sometimes,6+,5.7748
Bus,24.1,3,246.0,Mixed,Sometimes,2.6,Often,1-2,3.1314
Car,35.4,3,562.0,Mixed,Rarely,8.1,Sometimes,0,5.6078
Car,37.8,3,114.0,Mixed,Sometimes,8.4,Sometimes,1-2,3.9133
Car,33.9,6,463.0,Non-Vegetarian,Often,5.5,Often,6+,9.4664
Electric Vehicle,22.8,5,522.0,Non-Vegetarian,Sometimes,16.1,Often,1-2,5.5323
Car,34.1,3,559.0,Vegetarian,Sometimes,2.5,Never,1-2,5.1775
Electric Vehicle,40.6,4,232.0,Vegetarian,Rarely,13.6,Often,3-5,3.5878
Car,16.6,4,178.0,Vegan,Rarely,15.9,Often,1-2,2.8897
Electric Vehicle,55.7,4,525.0,Vegetarian,Rarely,6.3,Often,0,4.86
Train,21.3,4,496.0,Non-Vegetarian,Rarely,8.0,Often,6+,6.4571
Car,33.9,4,245.0,Mixed,Often,6.4,Often,0,4.7203
Bus,19.7,6,460.0,Vegetarian,Sometimes,14.3,Sometimes,1-2,5.1858
Train,24.8,5,493.0,Mixed,Sometimes,4.2,Never,3-5,5.2319
Train,18.8,4,251.0,Non-Vegetarian,Sometimes,8.1,Sometimes,0,3.4702
Electric Vehicle,77.0,6,72.0,Non-Vegetarian,Sometimes,15.3,Sometimes,1-2,4.0021
Motorcycle,14.2,6,515.0,Non-Vegetarian,Often,12.5,Never,0,5.7642
Walking,5.3,7,225.0,Mixed,Sometimes,2.8,Never,3-5,3.4603
Train,32.2,7,279.0,Non-Vegetarian,Sometimes,10.7,Sometimes,3-5,4.9833
Motorcycle,31.4,7,405.0,Mixed,Sometimes,7.1,Often,1-2,5.2702
Bus,31.2,6,193.0,Non-Vegetarian,Sometimes,4.1,Sometimes,6+,5.5079
Bicycle,6.9,3,262.0,Vegetarian,Sometimes,8.7,Sometimes,6+,4.7741
Car,57.0,6,337.0,Non-Vegetarian,Sometimes,16.2,Often,3-5,7.6748
Car,62.0,3,233.0,Vegan,Often,19.3,Sometimes,3-5,5.1794
Car,68.5,7,547.0,Non-Vegetarian,Often,16.3,Sometimes,0,10.0011
Bicycle,4.7,6,135.0,Non-Vegetarian,Sometimes,18.1,Never,0,3.0985
Electric Vehicle,32.6,7,402.0,Vegetarian,Rarely,15.6,Often,0,4.213
Car,20.3,4,73.0,Mixed,Sometimes,5.2,Often,0,2.5442
Walking,1.3,5,137.0,Non-Vegetarian,Often,6.5,Often,0,3.0429
Bus,22.6,3,263.0,Mixed,Sometimes,14.5,Often,3-5,4.2048
Car,11.9,3,508.0,Mixed,Often,19.0,Sometimes,1-2,5.2988
Car,24.8,6,375.0,Non-Vegetarian,Sometimes,14.3,Sometimes,6+,7.9127
Bus,8.3,5,385.0,Non-Vegetarian,Sometimes,1.9,Never,6+,6.3497
Train,36.7,6,309.0,Vegetarian,Sometimes,9.8,Never,0,3.1461
Walking,3.4,2,349.0,Non-Vegetarian,Rarely,18.3,Often,3-5,4.7531
Car,42.5,3,105.0,Mixed,Often,3.5,Never,3-5,4.133
Electric Vehicle,51.1,5,103.0,Mixed,Rarely,19.4,Never,6+,4.902
Bus,5.5,6,361.0,Mixed,Sometimes,3.1,Often,6+,5.2548
Bus,5.4,3,205.0,Non-Vegetarian,Rarely,16.3,Often,1-2,3.3183
Electric Vehicle,46.9,4,250.0,Non-Vegetarian,Sometimes,3.6,Often,1-2,3.8058
Car,38.5,3,85.0,Mixed,Rarely,15.9,Often,0,3.2013
Car,66.1,6,224.0,Vegan,Rarely,6.2,Often,6+,8.2678
Electric Vehicle,15.6,5,509.0,Non-Vegetarian,Sometimes,7.3,Sometimes,0,5.1089
Electric Vehicle,29.7,4,212.0,Mixed,Sometimes,3.6,Sometimes,6+,4.9581
Bus,14.9,7,293.0,Mixed,Often,19.3,Never,0,4.3532
Motorcycle,56.8,7,491.0,Vegetarian,Sometimes,15.8,Sometimes,1-2,6.5247
Car,43.9,4,148.0,Mixed,Sometimes,10.5,Never,0,3.7882
Electric Vehicle,72.4,7,288.0,Vegan,Sometimes,8.3,Sometimes,1-2,4.1152
Motorcycle,52.5,7,517.0,Mixed,Sometimes,12.6,Never,6+,8.5025
Car,64.4,6,118.0,Non-Vegetarian,Often,12.3,Often,6+,9.3416
Electric Vehicle,60.0,6,239.0,Non-Vegetarian,Often,5.7,Often,1-2,4.6558
Car,19.8,4,306.0,Mixed,Sometimes,17.0,Sometimes,3-5,4.9335
Walking,1.8,5,472.0,Non-Vegetarian,Sometimes,15.4,Sometimes,0,4.5599
Bus,14.3,7,474.0,Non-Vegetarian,Sometimes,6.8,Often,1-2,5.4034
Bicycle,1.7,2,517.0,Non-Vegetarian,Sometimes,15.4,Often,1-2,5.4794
Motorcycle,73.7,7,595.0,Vegetarian,Often,3.6,Sometimes,3-5,8.1679
Car,36.3,4,592.0,Mixed,Sometimes,19.3,Often,3-5,7.3565
Walking,5.5,4,383.0,Non-Vegetarian,Sometimes,19.5,Often,3-5,4.8796
Car,65.7,6,401.0,Vegetarian,Sometimes,18.1,Often,1-2,7.5971
Car,73.6,3,113.0,Vegetarian,Sometimes,11.0,Often,3-5,4.6931
Train,8.9,3,112.0,Non-Vegetarian,Often,18.5,Sometimes,1-2,3.4892
Car,20.1,7,297.0,Non-Vegetarian,Rarely,17.9,Often,1-2,5.1411
Electric Vehicle,32.8,3,411.0,Non-Vegetarian,Often,2.2,Often,3-5,5.2887
Car,6.1,4,303.0,Non-Vegetarian,Often,13.9,Sometimes,1-2,4.7295
Train,23.5,7,145.0,Mixed,Often,17.6,Often,1-2,3.3451
Car,53.1,3,220.0,Vegetarian,Rarely,7.5,Often,1-2,4.2422
Electric Vehicle,25.7,5,518.0,Mixed,Sometimes,18.0,Never,0,4.6729
Walking,5.5,4,452.0,Mixed,Sometimes,4.8,Often,3-5,4.6227
Car,42.3,4,430.0,Mixed,Often,18.3,Often,0,5.3419
Car,40.6,4,357.0,Non-Vegetarian,Sometimes,7.4,Often,6+,6.7617
Train,15.3,7,302.0,Non-Vegetarian,Often,11.3,Never,3-5,5.0459
Car,56.9,3,450.0,Mixed,Rarely,1.4,Never,1-2,5.6156
Walking,6.8,5,340.0,Mixed,Sometimes,11.8,Often,0,3.3367
Car,57.8,7,259.0,Mixed,Often,9.2,Never,3-5,8.0951
Car,74.7,3,68.0,Non-Vegetarian,Often,13.4,Often,6+,7.149
Train,34.8,4,526.0,Non-Vegetarian,Sometimes,9.6,Often,1-2,5.3592
Motorcycle,28.4,7,446.0,Non-Vegetarian,Rarely,5.2,Never,3-5,6.3121
Car,31.3,6,181.0,Non-Vegetarian,Sometimes,8.8,Often,3-5,5.3759
Car,37.2,5,221.0,Non-Vegetarian,Often,10.0,Sometimes,0,5.25
Car,56.3,7,169.0,Mixed,Sometimes,13.9,Never,0,6.2025
Bus,31.5,4,232.0,Vegetarian,Often,5.0,Sometimes,0,3.3708
Train,10.5,3,287.0,Mixed,Rarely,12.4,Never,1-2,3.3014
Bicycle,4.7,3,417.0,Non-Vegetarian,Sometimes,7.0,Sometimes,1-2,4.1851
Car,57.0,6,524.0,Mixed,Sometimes,16.7,Sometimes,1-2,8.0383
Electric Vehicle,46.0,6,335.0,Non-Vegetarian,Sometimes,2.5,Sometimes,1-2,4.3627
Car,62.4,3,98.0,Non-Vegetarian,Sometimes,11.3,Sometimes,0,4.031
Car,8.1,3,444.0,Mixed,Sometimes,4.2,Often,3-5,5.1843
Bus,35.1,4,377.0,Vegetarian,Often,8.6,Never,3-5,5.1176
Car,51.5,6,93.0,Non-Vegetarian,Sometimes,14.0,Often,0,5.114
Electric Vehicle,7.2,6,405.0,Mixed,Often,15.5,Often,3-5,4.7382
Train,13.9,6,502.0,Mixed,Often,17.5,Sometimes,0,4.954
Car,61.8,5,172.0,Mixed,Often,14.4,Never,0,5.9676
Bus,17.1,3,299.0,Vegetarian,Often,17.5,Never,3-5,4.0122
Motorcycle,37.0,6,367.0,Non-Vegetarian,Rarely,18.8,Often,1-2,5.6894
Train,16.8,4,125.0,Mixed,Sometimes,6.2,Never,3-5,2.9955
Car,55.4,3,421.0,Mixed,Rarely,9.3,Sometimes,3-5,5.9346
Motorcycle,5.5,3,354.0,Non-Vegetarian,Rarely,10.8,Never,1-2,4.5097
